"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"33",155.449895836758,0.00325617512079711,0.000272450057231788,11.9514569161089,6.37969218024745e-33,4.01920607355589e-31
"39",149.278365689953,0.00400691056863241,0.00035503779635517,11.2858704334228,1.54108457755973e-29,4.85441641931314e-28
"57",148.241017738081,0.00282808384868928,0.000268215230080183,10.5440837488752,5.40975767733789e-26,1.13604911224096e-24
"26",117.562745575718,0.00418936496087907,0.000416294575695589,10.0634627628261,8.01293050389241e-24,1.26203655436305e-22
"12",188.914961932762,0.00432233916158112,0.000486818839786536,8.87874258004562,6.76203942455292e-19,8.52016967493668e-18
"48",116.555305462671,0.00252772108599167,0.000286630485347468,8.81874474352385,1.1574997084014e-18,1.21537469382147e-17
"63",132.374836133241,0.00249845880036279,0.000316694177719616,7.88918450712657,3.04167544834308e-15,2.73750790350878e-14
"61",120.010811170753,-0.00216062550819651,0.000299813417358011,-7.20656709508261,5.73800566507621e-13,4.51867946124751e-12
"51",81.8613880889822,-0.00199861134005611,0.000292550385910342,-6.83168245988444,8.39244581509149e-12,5.87471207056404e-11
"4",143.581480119107,0.00228506954968965,0.000342300612362926,6.67562214953589,2.4618551324152e-11,1.55096873342158e-10
"1",107.705878450199,0.00172228124737654,0.000266120060621381,6.47182043832051,9.68291507629036e-11,5.54566954369357e-10
"46",95.8441447239754,0.00113993507775269,0.000187498447175669,6.07970409848075,1.2040453394701e-09,6.32123803221804e-09
"60",156.77946491014,-0.00135527064329833,0.00023194052101495,-5.84318185269137,5.12130571471153e-09,2.48186353866789e-08
"0",103.506583935045,0.00106487493042807,0.00021201905581997,5.02254349878945,5.09916435659024e-07,2.10536660912079e-06
"34",121.014788834937,-0.000882602717303349,0.000176047856681207,-5.01342495127103,5.34696281681472e-07,2.10536660912079e-06
"56",81.6384549352665,0.00123500082660661,0.000246099863520618,5.01829139171035,5.21330615416946e-07,2.10536660912079e-06
"32",114.068736397572,0.00136525759089023,0.000277017887993169,4.92840950012549,8.29017190050098e-07,3.07224017489154e-06
"20",121.365820093757,0.00126860138554279,0.000269446566445308,4.70817424871619,2.49945400964468e-06,8.74808903375638e-06
"9",117.554352347782,0.0013162047187326,0.000301124217477027,4.37096932873892,1.23696169478023e-05,4.10150456690288e-05
"29",114.303959653095,0.00119737476583881,0.000282445692476892,4.239309707075,2.24208158205157e-05,7.06255698346245e-05
"23",152.316268961237,-0.00130054039080413,0.000307613955843697,-4.22783286030414,2.35952959150385e-05,7.07858877451154e-05
"2",145.17877660887,0.00100055258351761,0.000255437194659625,3.91701993459042,8.96503380145729e-05,0.000256725967950822
"52",110.678720121538,-0.00149191530079303,0.000385669352645187,-3.86837919725911,0.000109561192251349,0.00030010239616674
"15",69.6018554884217,0.00089850621246866,0.000238444362206148,3.76820069954873,0.000164428480560781,0.000431624761472049
"43",140.170369896831,-0.000717224242813597,0.000193624827664684,-3.70419564197455,0.000212062549865756,0.000534397625661706
"25",93.5702855152168,-0.000993240457628888,0.000275810770083709,-3.60116632620053,0.000316792818511315,0.000753975987919586
"35",133.193971245411,-0.000993603293873755,0.000276306981084303,-3.59601226858108,0.000323132566251251,0.000753975987919586
"5",159.581526128217,-0.000853445613974917,0.000238038922333569,-3.58531960071204,0.000336665657844508,0.000757497730150143
"3",110.148739226492,0.000853147640287457,0.000266535096253135,3.20088293166916,0.00137007184422091,0.00283024264876568
"16",115.550019949362,-0.000667250192206071,0.000208765669952259,-3.19616818396751,0.00139265908113867,0.00283024264876568
"62",104.864144376932,-0.00104203116734688,0.000325402846860365,-3.20228042686433,0.00136344198518487,0.00283024264876568
"6",149.078628353417,-0.000697009433391174,0.00023374790273594,-2.98188529280012,0.00286479314128981,0.00546915054246236
"44",172.373205905126,0.00067066614319824,0.000224248817170641,2.99072321388389,0.00278317636551953,0.00546915054246236
"11",89.9616019581058,-0.000696106325877473,0.00024359595088361,-2.85762683391265,0.00426822016964658,0.00768279630536384
"31",103.511109253174,-0.000690552551770977,0.000241598838743052,-2.85826105524208,0.0042596978806539,0.00768279630536384
"40",182.702481982677,0.000993408374168131,0.000351230948676559,2.82836230096266,0.00467868238746784,0.00818769417806873
"28",122.696214906362,-0.000645143856344189,0.000263660521123205,-2.44687317462565,0.0144101535479431,0.0245362073924437
"14",23.5088981314426,-0.00144367496437041,0.000611222124092722,-2.36194814857749,0.0181791846584181,0.0301391745652722
"7",87.3321651227152,-0.000699255388624581,0.000309627805264592,-2.2583740114265,0.0239223515723708,0.0386437986938298
"21",130.779683269558,-0.000447303045867995,0.000200719548449671,-2.22849766912541,0.0258473465984696,0.0407095708925897
"49",129.845505438244,-0.000556134689266577,0.000266138071647164,-2.0896472489809,0.0366494988497415,0.0563150835983833
"50",188.28881815746,-0.000701416715313513,0.000340990861816733,-2.05699563787869,0.0396866454685909,0.0595299682028863
"17",119.358414420837,-0.000435819592171367,0.000215123430885373,-2.0259048044078,0.0427745408218477,0.0626696760878234
"38",119.987724787385,0.000600853751464666,0.000325205322538042,1.8476135223598,0.0646582720990374,0.092578889596349
"8",121.970971764521,-0.000445923314767217,0.000244981936208353,-1.8202293673929,0.0687240826133737,0.0962137156587231
