"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"26",117.562745575718,0.0328314672298795,0.00689415869708903,4.76221518424607,1.91479340782156e-06,0.000116802397877115
"15",69.6018554884217,0.0151750319266513,0.00345643063220671,4.39037653041601,1.13154551674083e-05,0.000345121382605952
"4",143.581480119107,0.0222494975001071,0.00523995202931601,4.24612618123746,2.17498174591549e-05,0.000375164878768905
"12",188.914961932762,0.0329500121846363,0.00786421458482537,4.18986687471829,2.79118159955369e-05,0.000375164878768905
"52",110.678720121538,-0.0232639594436846,0.005581790898905,-4.16783069538638,3.07512195712217e-05,0.000375164878768905
"41",88.5210788536109,0.0130134997743089,0.00315400108171523,4.12602895089427,3.6908082635786e-05,0.000375232173463825
"42",159.912205614235,0.0247766062719185,0.0067711296490517,3.65915401950523,0.000253049227637303,0.00203124927083149
"46",95.8441447239754,0.0105051764193879,0.00288131813532437,3.64596199586454,0.000266393346994294,0.00203124927083149
"22",31.5081672892696,0.0183510421388717,0.00570827234052158,3.21481545451192,0.00130528408252666,0.00843095751359967
"59",11.7333892771866,0.0225119170528598,0.0070385850000454,3.19835834229673,0.00138212418255732,0.00843095751359967
"57",148.241017738081,0.0141874722043884,0.00467723634296443,3.03330239570413,0.00241893073326999,0.0134140704299518
"18",145.3041557538,0.0147694462913065,0.00494437709582847,2.98711971296997,0.00281619421506573,0.0143156539265841
"49",129.845505438244,-0.0113127938504646,0.0038358067100331,-2.94926066552686,0.00318535185609155,0.014946651017045
"8",121.970971764521,-0.0101613738083588,0.00352500069061391,-2.88265867164671,0.00394334478112988,0.0171817165463516
"32",114.068736397572,0.0121191988977269,0.00424799397493736,2.852922807619,0.00433191428452018,0.0176164514237154
"38",119.987724787385,0.0132910243489883,0.00473152404237599,2.80903662962558,0.00496899926118874,0.0189443096832821
"33",155.449895836758,0.0139158729223353,0.00500384705846306,2.78103482375611,0.0054185924347668,0.0194431846188691
"31",103.511109253174,0.00949243869630381,0.0035324702648359,2.68719564062481,0.00720547356262681,0.0244185492955686
"34",121.014788834937,-0.00661791551149048,0.00271056580746464,-2.4415254900897,0.0146253558090832,0.0436971659954648
"36",127.936980813958,0.0200714267976786,0.00825531013395251,2.43133528262357,0.0150432866541764,0.0436971659954648
"37",59.1741495185011,0.0110174971799122,0.0045283880237148,2.43298434723669,0.0149749482410161,0.0436971659954648
"39",149.278365689953,0.0149079106169522,0.00618572335153651,2.41005130196278,0.0159502774954812,0.0442257694192887
"19",131.571897893581,-0.00648390769559097,0.00277440900421501,-2.33704103675425,0.0194370504098205,0.0515504380434369
"13",76.3889229350342,0.00918936444742497,0.00403013331000103,2.28016389051473,0.0225979700826505,0.0574365072934033
"23",152.316268961237,-0.0106076662034766,0.00469754877097558,-2.25812795580058,0.0239376831950499,0.0574739570872906
"48",116.555305462671,0.0110243361587649,0.00490135592481674,2.2492421133805,0.0244970964634353,0.0574739570872906
"30",147.656090619383,0.00739387226605037,0.00334548197816326,2.21010673927162,0.0270977552606279,0.0612208544777149
"20",121.365820093757,0.00873688478697782,0.00410561619435997,2.12803252261621,0.0333343871794278,0.0726213434980392
