"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232.5",183.760625428116,-2.12219590298469,3.26423605095791,-0.650135550816529,0.515604667135042,0.999967742573272
"ENSG00000233750.3",6.00285609474479,5.16774352238163,6.99542226021612,0.738732178008933,0.460069642315949,0.999967742573272
"ENSG00000268903.1",187.095934658782,-0.12341696678099,5.19316926850244,-0.0237652501584221,0.981039858572371,0.999967742573272
"ENSG00000269981.1",117.889161531416,2.19861834878072,5.14419154020048,0.427398228001254,0.669089297855122,0.999967742573272
"ENSG00000239906.1",5.52614404662107,8.25471887268983,9.80040005406151,0.842283868735428,0.399629078240781,0.999967742573272
"ENSG00000241860.6",34.2256669548839,7.26953045062222,5.03507800839671,1.44377712490238,0.148801678577535,0.999967742573272
"ENSG00000279457.4",380.386825950735,1.21719736995106,2.72382329319405,0.446870901277789,0.654968275056769,0.999967742573272
"ENSG00000228463.9",32.5997117226505,9.5365245154333,4.32731134035486,2.20379902562113,0.0275384811445655,0.999967742573272
"ENSG00000237094.11",30.4073276868075,1.40152884401939,4.34336785802253,0.322682510400462,0.74693569886836,0.999967742573272
"ENSG00000230021.8",5.29781503630744,1.24475900075955,5.62609070801009,0.221247588309825,0.824899657130251,0.999967742573272
"ENSG00000225972.1",3321.12046512899,-30,15.5756601066133,-1.92608209184421,0.054094124331478,0.999967742573272
"ENSG00000225630.1",17193.3254835825,-3.23486956632633,5.05386863563011,-0.640077888752446,0.522121963259426,0.999967742573272
"ENSG00000237973.1",6724.07132664757,-18.9758990751668,10.7852077995765,-1.75943750253119,0.0785032267722275,0.999967742573272
"ENSG00000229344.1",407.247919744159,-11.4174314452717,7.69399149253204,-1.48394126200344,0.137824504065898,0.999967742573272
"ENSG00000240409.1",64.4374436541817,6.53872883611214,6.41576862760149,1.01916531216255,0.308124491574696,0.999967742573272
"ENSG00000248527.1",48263.8755103499,-2.99672784225796,4.56409422395959,-0.656587637154026,0.51144610028098,0.999967742573272
"ENSG00000198744.5",360.363076689634,-6.45287129345513,5.94249272814685,-1.08588627511328,0.277529309832323,0.999967742573272
"ENSG00000229376.3",13.1869452570037,5.40328527216789,4.25867613105649,1.26877111710006,0.204522709325987,0.999967742573272
"ENSG00000228327.3",569.469701348935,0.971479546439272,2.69215493329326,0.360855734722103,0.718207295626891,0.999967742573272
"ENSG00000237491.8",152.110668570258,0.0157597093339925,2.50344996891658,0.0062951964407792,0.994977193127922,0.999967742573272
"ENSG00000230092.7",22.9219044502943,-0.299198817025245,3.28998876293987,-0.0909422002882121,0.927538518121226,0.999967742573272
"ENSG00000177757.2",37.3468307267445,-0.57682616544908,3.90088845211053,-0.147870458878924,0.88244500227241,0.999967742573272
"ENSG00000228794.8",1197.47619930185,-1.07644928280217,1.52341799933345,-0.706601394543815,0.479814222077089,0.999967742573272
"ENSG00000225880.5",251.50163301556,-0.402749033208589,3.00401149639748,-0.13407040342275,0.893346902964946,0.999967742573272
"ENSG00000230368.2",2.88113566618877,2.09797099098819,7.71527563837755,0.271924308258333,0.785680219964662,0.999967742573272
"ENSG00000272438.1",6.11165397326885,2.68912117982553,7.37212379226505,0.364768858418655,0.715283953088693,0.999967742573272
"ENSG00000230699.2",32.8138805298031,3.78181411087368,5.52267675518676,0.684779189244038,0.493483269445521,0.999967742573272
"ENSG00000223764.2",196.705226981241,-1.06796050870905,5.44474749612252,-0.196145093866997,0.844496601910254,0.999967742573272
"ENSG00000187634.11",526.452701879893,-0.240696016176034,5.49612707028384,-0.0437937502350367,0.965068808896458,0.999967742573272
"ENSG00000188976.10",3685.98055198,0.346504854625082,1.05514563145656,0.328395289043422,0.742612804473084,0.999967742573272
"ENSG00000187961.13",1078.08936384928,1.92883914584223,2.33382509258532,0.826471166142764,0.408536867929497,0.999967742573272
"ENSG00000187583.10",116.616726332187,1.05538881475486,5.05839174845744,0.208641178310616,0.834728362291423,0.999967742573272
"ENSG00000187642.9",53.755496807116,30.8906653362547,5.69240460918081,5.42664611128198,5.74228208603967e-08,0.000266537593493674
"ENSG00000272512.1",198.006255010428,-4.02950394180537,4.92164283904971,-0.818731483283212,0.41293962998199,0.999967742573272
"ENSG00000188290.10",574.696313809141,-0.368716300260556,3.87143051684187,-0.0952403249022631,0.924123940902891,0.999967742573272
"ENSG00000187608.8",916.916210194914,-7.45818463587832,4.91024677056009,-1.51890220275581,0.128787114492075,0.999967742573272
"ENSG00000224969.1",6.54541223342459,-3.77894384034455,7.83599017316104,-0.482254795735677,0.629624955249493,0.999967742573272
"ENSG00000188157.14",14922.4065674644,-2.39552016175522,1.85367032044973,-1.29231187192663,0.196249162241975,0.999967742573272
"ENSG00000217801.9",130.836369614447,1.78495479838851,3.40617815476357,0.524034480079156,0.600254558107695,0.999967742573272
"ENSG00000273443.1",3.77115322489508,-17.8915356883453,10.6665220742251,-1.67735420822678,0.0934732381520739,0.999967742573272
"ENSG00000237330.2",4.31754370696275,-2.43316990347402,7.6317401038001,-0.31882242717653,0.749861170651671,0.999967742573272
"ENSG00000131591.17",1374.02267510355,-0.736769741897509,2.23509299470057,-0.329637175564685,0.741674129159891,0.999967742573272
"ENSG00000223823.1",4.36802883940186,-20.6390683414198,11.8001823135155,-1.74904656496541,0.0802829706674015,0.999967742573272
"ENSG00000272141.1",390.335101037714,4.9755674214574,3.38033327731062,1.47191623230001,0.141043499641604,0.999967742573272
"ENSG00000205231.1",10.4470047190107,6.14664819403711,4.51106434155656,1.36257160808223,0.173017561891083,0.999967742573272
